name	glycemic_index
Cake, cupcake, not chocolate, with icing or filling	57.5
Cake, cupcake, not chocolate, with icing or filling, lowfat, cholesterol free	73.0
Cake, cupcake, not chocolate, without icing or filling	57.5
Cake, cupcake, NS as to type or icing	42.0
Cake, cupcake, NS as to type, with icing	42.0
Cake, Dobos Torte (non-chocolate layer cake with chocolate filling and icing)	38.0
Cake, frozen yogurt and cake layer, chocolate, with icing	49.5
Cake, fruit cake, light or dark, holiday type cake	57.9
Cake, German chocolate, with icing and filling	38.0
Cake, gingerbread, without icing	57.9
Cake, ice cream and cake roll, chocolate	49.5
Cake, ice cream and cake roll, not chocolate	51.5
Cake, lemon, lowfat, with icing	42.0
Cake, lemon, lowfat, without icing	42.0
Cake, lemon, NS as to icing	42.0
Cake, lemon, with icing	42.0
Cake, lemon, without icing	42.0
Cake, marble, with icing	40.0
Cake, marble, without icing	40.0
Cake, NS as to type, with or without icing	42.0
Cake, nut, NS as to icing	42.0
Cake, nut, with icing	42.0
Cake, nut, without icing	42.0
Cake, plum pudding	57.9
Cake, poppyseed, without icing	42.0
Cake, pound, chocolate	54.0
Cake, pound, chocolate, fat free, cholesterol free	54.0
Cake, pound, fat free, cholesterol free	54.0
Cake, pound, reduced fat, cholesterol free	54.0
Cake, pound, with icing	54.0
Cake, pound, without icing	54.0
Cake, pumpkin, NS as to icing	62.0
Cake, pumpkin, with icing	62.0
Cake, pumpkin, without icing	62.0
Cake, raisin-nut, without icing	54.0
Cake, spice, NS as to icing	42.0
Cake, spice, with icing	42.0
Cake, spice, without icing	42.0
Cake, sponge, chocolate, with icing	87.0
Cake, sponge, with icing	46.0
Cake, sponge, without icing	46.0
Cake, upside down (all fruits)	44.0
Cake, white, made from home recipe or purchased ready-to-eat, NS as to icing	42.0
Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), NS as to icing	42.0
Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), with icing	42.0
Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), without icing	42.0
Cake, white, standard-type mix (egg whites and water added to mix), with icing	42.0
Cake, white, standard-type mix (egg whites and water added to mix), without icing	42.0
Cake, white, standard-type mix (egg whites and water added), NS as to icing	42.0
Cake, white, with icing, made from home recipe or purchased ready-to-eat	42.0
Cake, white, without icing, made from home recipe or purchased ready-to-eat	42.0
Cake, yellow, made from home recipe or purchased ready-to- eat, NS as to icing	42.0
Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), NS as to icing	42.0
Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), with icing	42.0
Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), without icing	42.0
Cake, yellow, standard-type mix (eggs and water added to dry mix), NS as to icing	42.0
Cake, yellow, standard-type mix (eggs and water added to dry mix), with icing	42.0
Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing	42.0
Cake, yellow, with icing, made from home recipe or purchased ready-to-eat	42.0
Cake, yellow, without icing, made from home recipe or purchased ready-to-eat	42.0
Cake, zucchini, with icing	57.9
Cake, zucchini, without icing	57.9
Calabaza (Spanish pumpkin), cooked	75.0
Calves liver, breaded, fried	95.0
Calves liver, cooked, NS as to cooking method	95.0
Calves liver, fried or broiled, no coating	50.0
Canadian bacon, cooked	50.0
Canola, soybean and sunflower oil	0.0
Cantaloupe (muskmelon), raw	65.0
Capicola	50.0
Cappuccino	68.0
Carbonated citrus juice drink	63.0
Carp, baked or broiled	50.0
Carp, floured or breaded, fried	95.0
Carp, steamed or poached	0.0
Carrot soup, cream of, prepared with milk	37.0
Carrots, canned, low sodium, fat not added in cooking	47.0
Carrots, cooked, from canned, fat added in cooking	47.0
Carrots, cooked, from canned, fat not added in cooking	47.0
Carrots, cooked, from canned, NS as to fat added in cooking	47.0
Carrots, cooked, from fresh, creamed	37.0
Carrots, cooked, from fresh, fat added in cooking	47.0
Carrots, cooked, from fresh, fat not added in cooking	47.0
Carrots, cooked, from fresh, glazed	59.0
Carrots, cooked, from fresh, NS as to fat added in cooking	47.0
Carrots, cooked, from frozen, fat added in cooking	47.0
Carrots, cooked, from frozen, fat not added in cooking	47.0
Carrots, cooked, from frozen, NS as to fat added in cooking	47.0
Carrots, cooked, NS as to form, fat added in cooking	47.0
Carrots, cooked, NS as to form, fat not added in cooking	47.0
Carrots, cooked, NS as to form, glazed	59.0
Carrots, cooked, NS as to form, NS as to fat added in cooking	47.0
Carrots, raw	16.0
Carry-out milk shake, chocolate	44.0
Carry-out milk shake, flavors other than chocolate	44.0
Casabe, cassava bread	56.0
Cashew butter	22.0
Cashew nuts, dry roasted	22.0
Cashew nuts, NFS	22.0
Cashew nuts, roasted (assume salted)	22.0
Cashew nuts, roasted, without salt	22.0
Cassava (yuca blanca), cooked, fat not added in cooking	46.0
Cassava (yuca blanca), cooked, NS as to fat added in cooking	46.0
Catfish, baked or broiled	50.0
Catfish, battered, fried	95.0
Catfish, breaded or battered, baked	95.0
Catfish, floured or breaded, fried	95.0
Catfish, steamed or poached	0.0
Cauliflower soup, cream of, prepared with milk	27.0
Cauliflower, cooked, from fresh, fat added in cooking	32.0
Cauliflower, cooked, from fresh, fat not added in cooking	32.0
Cauliflower, cooked, from fresh, NS as to fat added in cooking	32.0
Cauliflower, cooked, from frozen, fat added in cooking	32.0
Cauliflower, cooked, from frozen, fat not added in cooking	32.0
Cauliflower, cooked, from frozen, NS as to fat added in cooking	32.0
Cauliflower, cooked, NS as to form, fat added in cooking	32.0
Cauliflower, cooked, NS as to form, fat not added in cooking	32.0
Cauliflower, cooked, NS as to form, NS as to fat added in cooking	32.0
Cauliflower, from fresh, creamed	28.1
Cauliflower, from frozen, creamed	28.2
Cauliflower, NS as to form, creamed	28.1
Cauliflower, pickled	32.0
Cauliflower, raw	32.0
Celery juice	32.0
Celery seed dressing	50.0
Celery soup, cream of, NS as to made with milk or water	27.0
Celery soup, cream of, prepared with milk	27.0
Celery soup, cream of, prepared with water	27.0
Celery, cooked, fat added in cooking	32.0
Celery, cooked, fat not added in cooking	32.0
Celery, cooked, NS as to fat added in cooking	32.0
Celery, raw	32.0
Cereal beverage	50.0
Cereal beverage with beet roots, from powdered instant	50.0
Cereal, NFS	74.6
Cereal, ready-to-eat, NFS	74.6
Chard, cooked, fat added in cooking	32.0
Chard, cooked, fat not added in cooking	32.0
Chard, cooked, NS as to fat added in cooking	32.0
Cheddar cheese soup	27.0
Cheerios	74.0
Cheese sauce	27.0
Cheese sauce made with lowfat cheese	27.0
Cheese spread, American or Cheddar cheese base	27.0
Cheese spread, American or Cheddar cheese base, lowfat, low sodium	27.0
Cheese spread, cream cheese or Neufchatel base	27.0
Cheese spread, NFS	27.0
Cheese spread, pressurized can	27.0
Cheese spread, Swiss cheese base	27.0
Cheese with nuts	27.0
Cheese, Blue or Roquefort	27.0
Cheese, Brick	27.0
Cheese, Brie	27.0
Cheese, Camembert	27.0
Cheese, Cheddar or American type, dry, grated	27.0
Cheese, Cheddar or American type, NS as to natural or processed	27.0
Cheese, Cheddar or Colby, low sodium	27.0
Cheese, Cheddar or Colby, low sodium, lowfat	27.0
Cheese, Cheddar or Colby, lowfat	27.0
Cheese, Colby	27.0
Cheese, Colby Jack	27.0
Cheese, cottage cheese, with gelatin dessert and fruit	42.5
Cheese, cottage, creamed, large or small curd	27.0
Cheese, cottage, dry curd	27.0
Cheese, cottage, low sodium	27.0
Cheese, cottage, lowfat (1-2% fat)	32.0
Cheese, cottage, lowfat, low sodium	32.0
Cheese, cottage, lowfat, with fruit	45.0
Cheese, cottage, lowfat, with vegetables	32.0
Cheese, cottage, NFS	29.5
Cheese, cottage, salted, dry curd	32.0
Cheese, cottage, with fruit	42.5
Cheese, cream	27.0
Cheese, cream, lowfat	27.0
Cheese, Feta	27.0
Cheese, Fontina	27.0
Cheese, goat	27.0
Cheese, Gouda or Edam	27.0
Cheese, Gruyere	27.0
Cheese, Limburger	27.0
Cheese, Monterey	27.0
Cheese, Monterey, lowfat	27.0
Cheese, Mozzarella, low sodium	27.0
Cheese, Mozzarella, NFS	27.0
Cheese, Mozzarella, nonfat or fat free	32.0
Cheese, Mozzarella, part skim	27.0
Cheese, Muenster	27.0
Cheese, Muenster, lowfat	27.0
Cheese, natural, Cheddar or American type	27.0
Cheese, natural, NFS	27.0
Cheese, NFS	27.0
Cheese, Parmesan, dry grated	27.0
Cheese, Parmesan, hard	27.0
Cheese, Parmesan, low sodium	27.0
Cheese, processed cheese food	27.0
Cheese, processed cheese product, American or Cheddar type, reduced fat	27.0
Cheese, processed cheese product, American or Cheddar type, reduced fat, reduced sodium	27.0
Cheese, processed cheese product, Swiss, reduced fat	27.0
Cheese, processed cream cheese product, nonfat or fat free	32.0
Cheese, processed, American and Swiss blends	27.0
Cheese, processed, American or Cheddar type	27.0
Cheese, processed, American or Cheddar type, low sodium	27.0
Cheese, processed, American or Cheddar type, lowfat	27.0
Cheese, processed, American or Cheddar type, nonfat or fat free	32.0
Cheese, processed, American, Cheddar, or Colby, lowfat, low sodium	27.0
Cheese, processed, Mozzarella, low sodium	27.0
Cheese, processed, Swiss	27.0
Cheese, processed, Swiss, low sodium	27.0
Cheese, processed, Swiss, lowfat	27.0
Cheese, processed, Swiss, lowfat, low sodium	27.0
Cheese, processed, with vegetables	27.0
Cheese, Provolone	27.0
Cheese, Provolone, reduced fat, reduced sodium	27.0
Cheese, Ricotta	27.0
Cheese, Semi-soft, low sodium	27.0
Cheese, Swiss	27.0
Cheese, Swiss, low sodium	27.0
Cheese, Swiss, lowfat	27.0
Cheese, yogurt, NFS	27.0
Cheesecake	50.0
Cheesecake with fruit	50.0
Cheesecake, chocolate	50.0
Cheesecake, chocolate, reduced fat	50.0
Cheesecake, diet	50.0
Cheesecake, diet, with fruit	50.0
Cherries, frozen	22.0
Cherries, sour, red, cooked, unsweetened	22.0
Cherries, sweet, cooked or canned, drained solids	22.0
Cherries, sweet, cooked or canned, in heavy syrup	22.0
Cherries, sweet, cooked or canned, in light syrup	22.0
Cherries, sweet, cooked or canned, juice pack	22.0
Cherries, sweet, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	22.0
Cherries, sweet, raw (Queen Anne, Bing)	22.0
Cherry pie filling	48.0
Chex cereal, NFS	58.0
Chicken and beef sausage, smoked	0.0
Chicken and mushroom soup, cream of, prepared with milk	27.0
Chicken breast, with or without bone, battered, fried, prepared skinless, coating not eaten	95.0
Chicken breast, with or without bone, breaded, baked or fried, prepared skinless, coating not eaten	95.0
Chicken broth, with tomato, home recipe	38.0
Chicken fillet, (broiled), sandwich, on whole wheat roll, with lettuce, tomato and spread	69.1
Chicken fillet, broiled, sandwich with cheese, on bun, with lettuce, tomato and spread	58.9
Chicken gumbo soup	38.0
Chicken liver, battered, fried	95.0
Chicken liver, braised	50.0
Chicken liver, breaded, fried	95.0
Chicken liver, cooked, NS as to cooking method	95.0
Chicken liver, fried or sauteed, no coating	50.0
Chicken noodle soup	42.0
Chicken noodle soup, canned, low sodium, ready-to-serve	42.0
Chicken noodle soup, canned, reduced sodium, ready-to-serve	42.0
Chicken noodle soup, chunky style	40.0
Chicken noodle soup, cream of	34.5
Chicken noodle soup, home recipe	42.0
Chicken nuggets	95.0
Chicken or turkey and noodles with cream or white sauce (mixture)	46.3
Chicken or turkey and noodles, no sauce (mixture)	40.0
Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)	42.5
Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)	55.1
Chicken or turkey cacciatore	61.0
Chicken or turkey cake, patty, or croquette	95.0
Chicken or turkey cordon bleu	81.5
Chicken or turkey garden salad (chicken and/or turkey, tomato and/or carrots, other vegetables), no dressing	32.2
Chicken or turkey loaf, prepackaged or deli, luncheon meat	50.0
Chicken or turkey parmigiana	79.0
Chicken or turkey pot pie	85.2
Chicken or turkey rice soup, home recipe	64.0
Chicken or turkey salad	40.8
Chicken or turkey soup, cream of, canned, made with milk, reduced sodium	27.0
Chicken or turkey soup, cream of, canned, made with water, reduced sodium	27.0
Chicken or turkey soup, cream of, canned, undiluted	27.0
Chicken or turkey soup, cream of, NS as to prepared with milk or water	27.0
Chicken or turkey soup, cream of, prepared with milk	27.0
Chicken or turkey soup, cream of, prepared with water	27.0
Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)	57.2
Chicken or turkey vegetable soup, home recipe	38.0
Chicken or turkey vegetable soup, stew type	38.0
Chicken or turkey with barbecue sauce (mixture)	38.0
Chicken or turkey with dumplings (mixture)	90.7
Chicken patty sandwich, with lettuce and spread	67.3
Chicken patty, fillet, or tenders, breaded, cooked	95.0
Chicken rice soup	64.0
Chicken rice soup, canned, reduced sodium, prepared with water or ready-to-serve	64.0
Chicken rice soup, Puerto Rican style (Sopa de pollo con arroz)	64.0
Chicken soup	42.0
Chicken soup with noodles and potatoes, Puerto Rican style	57.0
Chicken soup with vegetables (broccoli, carrots, celery, potatoes and onions), Oriental style	38.0
Chicken vegetable soup with noodles, stew type, chunky style	40.0
Chicken vegetable soup with potato and cheese, chunky style	44.0
Chicken vegetable soup with rice, Mexican style (Sopa / Caldo de Pollo)	51.0
Chicken vegetable soup with rice, stew type, chunky style	51.0
Chicken, baby food, strained	50.0
Chicken, back, with or without bone, battered, fried, prepared with skin, skin/coating eaten	95.0
Chicken, back, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten	95.0
Chicken, back, with or without bone, broiled, skin eaten	0.0
Chicken, back, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating eaten	95.0
Chicken, back, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten	95.0
Chicken, back, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten	95.0
Chicken, back, with or without bone, fried, no coating, NS as to skin eaten	0.0
Chicken, back, with or without bone, fried, no coating, skin eaten	0.0
Chicken, back, with or without bone, fried, no coating, skin not eaten	0.0
Chicken, back, with or without bone, NS as to cooking method, skin eaten	0.0
Chicken, back, with or without bone, roasted, skin eaten	0.0
Chicken, back, with or without bone, roasted, skin not eaten	0.0
Chicken, back, with or without bone, stewed, skin eaten	0.0
Chicken, back, with or without bone, stewed, skin not eaten	0.0
Chicken, boneless, NS as to part and cooking method, light or dark meat, NS as to skin eaten	0.0
Chicken, boneless, NS as to part and cooking method, light or dark meat, skin not eaten	0.0
Chicken, boneless, NS as to part, battered, fried, light or dark meat, prepared with skin, NS as to skin/coating eaten	95.0
Chicken, boneless, NS as to part, battered, fried, light or dark meat, prepared with skin, skin/coating eaten	95.0
